tmdbId,imdb_id,title,original_title,original_language,overview,release_date,runtime,vote_average,vote_count,popularity,backdrop_path,poster_path
100,tt0120735,"lock, stock and two smoking barrels","Lock, Stock and Two Smoking Barrels",en,A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,1998,105.0,7.017219398362272,1671.0,4.60786,/cXQH2u7wUIX1eoIdEj51kHXoWhX.jpg,/bZZxjosvtftVynCLXcdniWlSF09.jpg
603,tt0133093,the matrix,The Matrix,en,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",1999,136.0,7.763730110954321,9079.0,33.366332,/giBJ0ezYNEobFBfB8H4JNTjmll.jpg,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg
4951,tt0147800,10 things i hate about you,10 Things I Hate About You,en,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",1999,97.0,6.886380428780101,1768.0,12.069966,/yvPbncYhMu9FfTjDhq0N5lgnVkO.jpg,/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg
564,tt0120616,the mummy,The Mummy,en,"Dashing legionnaire Rick O'Connell and his companion, Beni stumble upon the hidden ruins of Hamunaptra while in the midst of a battle in 1923, 3,000 years after Imhotep has suffered a fate worse than death – his body will remain undead for all eternity as a punishment for a forbidden love.",1999,124.0,6.432137141389231,2796.0,23.984065,/nCd8G7C5mbiABQuATgos1OeAshu.jpg,/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg
1893,tt0120915,star wars: episode i - the phantom menace,Star Wars: Episode I - The Phantom Menace,en,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",1999,136.0,6.311651029375965,4526.0,15.649091,/wDe8LzwuvHYYiuwyNfxdYQq8ti4.jpg,/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg
1924,tt0078346,superman,Superman,en,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane − who's in love with Superman. Clark must summon his superhero alter ego when the nefarious Lex Luthor launches a plan to take over the world.",1978,143.0,6.4433617163390124,1042.0,15.460102,/v6MVBFnQOscITvmAy5N5ras2JKZ.jpg,/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg
36685,tt0073629,the rocky horror picture show,The Rocky Horror Picture Show,en,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.",1975,100.0,6.597076528191504,703.0,8.699428,/5DU39tmUzbXtD6UXgm7iZqxpwoV.jpg,/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg
509,tt0125439,notting hill,Notting Hill,en,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,1999,124.0,6.57743949456682,1309.0,9.874043,/egyi9TQjLhNEQuEsK1dXovdHOHL.jpg,/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg
37135,tt0120855,tarzan,Tarzan,en,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",1999,88.0,6.7271399558983855,1715.0,12.453452,/86z1Yrwj7yN1xehSa0gIwHnR7xl.jpg,/bTvHlcqiOjGa3lFtbrTLTM3zasY.jpg
10376,tt0120731,the legend of 1900,La leggenda del pianista sull'oceano,it,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",1998,170.0,6.83425582726153,554.0,7.668214,/6rmb35g7XoMCMQtnbH0rUecFZlV.jpg,/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg
104,tt0130827,run lola run,Lola rennt,de,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",1998,81.0,6.469505228516608,672.0,7.765379,/lhsrT0SbPaqmBMHLd5N83j8XAFy.jpg,/v0giIi4bTILVhNhJajet3WWY3FA.jpg
9473,tt0158983,"south park: bigger, longer & uncut","South Park: Bigger, Longer & Uncut",en,"When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.",1999,81.0,6.527550520242641,916.0,11.818055,/2q3B90h2hZ6xJTvna9CIFDNaIr4.jpg,/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg
2105,tt0163651,american pie,American Pie,en,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",1999,95.0,6.246382182664646,2358.0,18.344227,/7hQTANu5TAEe4jrTerYHszyTOpV.jpg,/5P68by2Thn8wHAziyWGEw2O7hco.jpg
345,tt0120663,eyes wide shut,Eyes Wide Shut,en,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",1999,159.0,6.636284357516919,1266.0,13.268484,/vYA4qUPWY0EbjpcIXAL4h4pVmTC.jpg,/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg
620,tt0087332,ghostbusters,Ghostbusters,en,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",1984,107.0,6.977558154744243,2431.0,22.089729,/c6yfABGVKuB5cjoOwdX4AJMlzUz.jpg,/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg
3175,tt0072684,barry lyndon,Barry Lyndon,en,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",1975,184.0,6.606339973520441,521.0,14.003467,/okdg55jhsr9k1F2lxsZoQncrLZL.jpg,/dOJtBSyI30wWc08UmyEKLsu4Rfk.jpg
10386,tt0129167,the iron giant,The Iron Giant,en,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",1999,86.0,7.041630676882587,1470.0,15.441459,/wfClZdRb1x4LZ8B73Y9RSn8XAPa.jpg,/mThOw5rXLtdbY3WmuTsS9zsQBMG.jpg
745,tt0167404,the sixth sense,The Sixth Sense,en,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",1999,107.0,7.3840634924716495,3223.0,18.449169,/6TjllWT3cGrPFyqDXurVZ3L8bBi.jpg,/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg
813,tt0080339,airplane!,Airplane!,en,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",1980,88.0,6.591585948528523,1104.0,13.063203,/yqrlmH2dDcOaz32eGsrZj4m9Vgb.jpg,/hiURvJjCgk0s10urHVCg80TFF11.jpg
2280,tt0094737,big,Big,en,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?",1988,104.0,6.437648881883963,1022.0,9.562292,/dGbBnTYxdHf1qyUgHsuFpxn1K4E.jpg,/eWhCDJiwxvx3YXkAFRiHjimnF0j.jpg
14,tt0169547,american beauty,American Beauty,en,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",1999,122.0,7.572256294097349,3438.0,20.726578,/vimaZK2bkJlePnZ1yV5eKYpQkzF.jpg,/wby9315QzVKdW9BonAefg8jGTTb.jpg
861,tt0100802,total recall,Total Recall,en,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",1990,113.0,6.731958016115752,1745.0,12.954444,/8ELKVrGIrTjkkULisVAa8qeDsTG.jpg,/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg
9377,tt0091042,ferris bueller's day off,Ferris Bueller's Day Off,en,Charismatic teen Ferris Bueller plays hooky in Chicago with his girlfriend and best friend.,1986,103.0,6.933844127501762,1340.0,12.724645,/lU0v9ULZJ9A5145nLGUF8ZNZnPj.jpg,/9LTQNCvoLsKXP0LtaKAaYVtRaQL.jpg
658,tt0058150,goldfinger,Goldfinger,en,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",1964,110.0,6.623304297144089,1005.0,13.78884,/mM4WeXqJd2tu1gCF5GYyAZf2Npl.jpg,/6fTzum7gSpLWww26WvWjETNqfD9.jpg
646,tt0055928,dr. no,Dr. No,en,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",1962,110.0,6.416792845725122,953.0,19.931606,/ptcXbbxTyjHfEE4d4QocNP0YQct.jpg,/fIaLLZKrSNmqcZNErk5ihBFutNH.jpg
391,tt0058461,a fistful of dollars,Per un pugno di dollari,it,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",1964,99.0,6.830782025615207,909.0,12.429704,/1WpHOEFaOoP3cxVaPzEefcSLlJX.jpg,/lBwOEpwVeUAmrmglcstnaGcJq3Y.jpg
772,tt0104431,home alone 2: lost in new york,Home Alone 2: Lost in New York,en,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",1992,120.0,6.170488927717047,2459.0,13.293722,/pnkcE3Q3fPNM9XzWEN1gJJRYYX4.jpg,/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg
550,tt0137523,fight club,Fight Club,en,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",1999,139.0,8.149197144759347,9678.0,63.869599,/hZkgoQYus5vegHoetLkCJzb17zJ.jpg,/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg
5548,tt0093870,robocop,RoboCop,en,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",1987,102.0,6.687344496645952,1494.0,13.485583,/vMGkly71Jm2KwHN407mxheMGUYR.jpg,/hHtOgGb3NihlyRATHlKPaFApbrd.jpg
856,tt0096438,who framed roger rabbit,Who Framed Roger Rabbit,en,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",1988,104.0,6.753457784306083,1466.0,16.78596,/rrDZljxZ0DSWVn6M5fkJwEOVOWn.jpg,/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg
492,tt0120601,being john malkovich,Being John Malkovich,en,"Spike Jonze’s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body.",1999,112.0,6.729750569512052,1124.0,11.416319,/hjUrsPQMyL0gT6FK1hGUbw9fCuB.jpg,/xVSvIwRNzwXSs0CLefiiG6A96m4.jpg
128,tt0119698,princess mononoke,もののけ姫,ja,"Ashitaka, a prince of the disappearing Ainu tribe, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",1997,134.0,7.631256784177722,2041.0,17.166725,/sXV0NVLtyEsOdaEXnMcRGwUhIi0.jpg,/cMYCDADoLKLbB83g4WnJegaZimC.jpg
37094,tt0106856,falling down,Falling Down,en,"On the day of his daughter's birthday, William ""D-Fens"" Foster is trying to get to the home of his estranged ex-wife to see his daughter. His car breaks down, so he leaves his car in a traffic jam in Los Angeles and decides to walk. He goes to a convenience store and tries to get some change for a phone call, but the Korean owner does not oblige, tipping Foster over the edge. The unstable Foster, so frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.",1993,113.0,6.554768546825908,837.0,10.175138,/cS45swrlrTJijH1RblBLe8LlW2p.jpg,/7ujqyF96Zg3rfrsh9M0cEF0Yzqj.jpg
11886,tt0070608,robin hood,Robin Hood,en,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",1973,83.0,6.539859906525014,1155.0,11.179855,/d455zyZOL6OUIstwMBho534uUSG.jpg,/alcY9jZBgKw9OB7hiPYVNvh03Sb.jpg
1621,tt0086465,trading places,Trading Places,en,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,1983,116.0,6.462171186688197,763.0,14.285052,/6Yn0N1BUYTBJDH7FyDKdHzDXarw.jpg,/8mBuLCOcpWnmYtZc4aqtvDXslv6.jpg
2668,tt0162661,sleepy hollow,Sleepy Hollow,en,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. But the locals believe the culprit to be none other than the ghost of the legendary Headless Horseman.,1999,105.0,6.585560957243549,1774.0,11.072361,/u1YU0pKfdDXD1KNQdOeZnYJ8VbE.jpg,/1GuK965FLJxqUw9fd1pmvjbFAlv.jpg
11005,tt0099077,awakenings,Awakenings,en,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",1990,120.0,6.601624098873861,568.0,13.201595,/oUNAGuc28xNxeUg2NpXuT3qKup0.jpg,/9gztZXuHLG6AJ0fgqGd7Q43cWRI.jpg
863,tt0120363,toy story 2,Toy Story 2,en,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",1999,92.0,7.0840421428872,3914.0,17.547693,/j8TqAITCUTd2hA5pehE1cmBX8s4.jpg,/2MFIhZAW0CVlEQrFyqwa4U6zqJP.jpg
497,tt0120689,the green mile,The Green Mile,en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",1999,189.0,7.8860893950489555,4166.0,19.96678,/l6hQWH9eDksNJNiXWYRkWqikOdu.jpg,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg
2277,tt0182789,bicentennial man,Bicentennial Man,en,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",1999,131.0,6.430601920778702,998.0,9.369918,/nvVgLQWbIIFKchsvyQHEFanMTAX.jpg,/wrs23eO0VEWwOQpXoOasMnlW9Y4.jpg
334,tt0175880,magnolia,Magnolia,en,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",1999,188.0,6.736177362692151,844.0,9.091636,/gOTVmzCUmT6qpR8S9E53hqtxx5T.jpg,/uq2u8HgtLFJkjNq2kHb2jvipIPT.jpg
1213,tt0134119,the talented mr. ripley,The Talented Mr. Ripley,en,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",1999,139.0,6.474772440829316,790.0,11.65502,/51UDa3IuGyiKGe2MgMcLGvJE2Fm.jpg,/6ojHgqtIR41O2qLKa7LFUVj0cZa.jpg
3558,tt0172493,"girl, interrupted","Girl, Interrupted",en,"Set in the changing world of the late 1960's, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",1999,127.0,6.736637611839303,747.0,8.285062,/vhamaqMAkSphsGGAYt5ggeuPGK6.jpg,/dOBdatHIVppvmRFw2z7bf9VKJr9.jpg
9475,tt0105323,scent of a woman,Scent of a Woman,en,"Charlie Simms (Chris O'Donnell) is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade (Al Pacino), a cantankerous middle-aged man who lives with his niece and her family.",1992,157.0,6.576082386712084,763.0,14.505987,/fa03pD2qYmms4ZMgAv7PMqfFiGO.jpg,/j4fDIiv0N78Sfp9Wn0BaYzbIj1B.jpg
8374,tt0144117,the boondock saints,The Boondock Saints,en,"With a God-inspired moral obligation to act against evil, twin brothers Conner and Murphy set out to rid Boston of criminals. However, rather than working within the system, these Irish Americans decide to take swift retribution into their own hands.",1999,108.0,6.559750539459075,848.0,12.457908,/3LBlBCtRlg8aPSyMgQfT8oipmPP.jpg,/gj3V39yiGPH1FAylXxzzVneflxA.jpg
2787,tt0134847,pitch black,Pitch Black,en,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",2000,108.0,6.438845120459749,1812.0,6.424399,/mZGwhwIwYuF0G9XLS8j23dhNfUC.jpg,/3AnlxZ5CZnhKKzjgFyY6EHxmOyl.jpg
901,tt0021749,city lights,City Lights,en,City Lights is the first silent film that Charlie Chaplin directed after he established himself with sound accompanied films. The film is about a penniless man who falls in love with a flower girl. The film was a great success and today is deemed a cult classic.,1931,87.0,6.741341715526509,444.0,10.891524,/n0Cju2Eu3VyrUFl32thblHFWznA.jpg,/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg
968,tt0072890,dog day afternoon,Dog Day Afternoon,en,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,1975,125.0,6.694209924015548,685.0,7.530126,/m10uqk0HI5JcITAbxNJIIiGA8HP.jpg,/mavrhr0ig2aCRR8d48yaxtD5aMQ.jpg
462,tt0195685,erin brockovich,Erin Brockovich,en,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",2000,131.0,6.446062426173221,730.0,10.135446,/5kCmdJVhox9vFjhL9wTN9VgER5.jpg,/xbMEHLu36LyptPD29FxVTndpYZ1.jpg
1541,tt0103074,thelma & louise,Thelma & Louise,en,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",1991,130.0,6.520648132436824,766.0,14.785388,/e6T00r0BO3UlgBcPKnAUbS4rPyx.jpg,/vbRAGLzbC75QfiKD1lKjmnQGuph.jpg
3082,tt0027977,modern times,Modern Times,en,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,1936,87.0,7.118206833329888,881.0,8.159556,/kSlO1pHpwQfPQdgVPr7dJiJNtJ8.jpg,/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg
840,tt0075860,close encounters of the third kind,Close Encounters of the Third Kind,en,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",1977,135.0,6.663026308420252,1122.0,10.610446,/u9ZLyLvqHY5VDjn0Rs4LKAklsAV.jpg,/4zfedS25uMAhgm6YQhc9bhKHbLl.jpg
10501,tt0138749,the road to el dorado,The Road to El Dorado,en,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",2000,89.0,6.457459287868351,892.0,8.755188,/ciM5RFsBoWEj0tbwJy42Hr76iRd.jpg,/ryXm7xp4aqQyda0FU2eMfHehPBg.jpg
879,tt0102057,hook,Hook,en,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",1991,144.0,6.408453295196845,1563.0,14.508137,/sEX84iA2r9LNLG6qowLTT6oqtzK.jpg,/a6rB1lGXoGms7gWxRfJneQmAjNV.jpg
1700,tt0100157,misery,Misery,en,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",1990,107.0,6.912257172754012,1085.0,15.020845,/cgo3OmF84touDrrLkQ1DQ3MRFyO.jpg,/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg
106,tt0093773,predator,Predator,en,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",1987,107.0,6.941567617471273,2129.0,18.495694,/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg,/9XibNLfmUWCg0PPydmyoCl1KxvF.jpg
1359,tt0144084,american psycho,American Psycho,en,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",2000,102.0,6.9414350924836485,2128.0,13.686715,/bneUTWFAcVCdsb0O5UwZbJd8xqZ.jpg,/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg
1443,tt0159097,the virgin suicides,The Virgin Suicides,en,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",1999,97.0,6.497265179125149,841.0,10.505387,/ojv61rqGQdet3uyc2cY3OmXxkHm.jpg,/tlOGlAZgD1eIYCG5xrBozw86gmm.jpg
98,tt0172495,gladiator,Gladiator,en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",2000,155.0,7.685796824905086,5566.0,23.186667,/7PBXKqTDCsSZb3GATn94DfXoAGx.jpg,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg
938,tt0059578,for a few dollars more,Per qualche dollaro in più,it,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",1965,132.0,6.995911525037693,988.0,13.295342,/hs6OPto38fF589ScpGhl7uSU4MI.jpg,/ooqASvA7qxlTVKL3KwOzBwy57Dh.jpg
9659,tt0079501,mad max,Mad Max,en,"In a dystopian future Australia, a vicious biker gang murders a cop's family, and makes his fight with them personal.",1979,93.0,6.287498072760027,1235.0,11.412619,/mWQg2INejtX1PCWRAN4vseadA6H.jpg,/5LrI4GiCSrChgkdskVZiwv643Kg.jpg
8810,tt0082694,mad max 2: the road warrior,Mad Max 2,en,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",1981,95.0,6.677398505774747,981.0,11.189831,/jEuwsmFS8JPzkDIhRL3B2BVYbU4.jpg,/dhVekfpaCW3QavAwGYbaQig87Xc.jpg
6978,tt0090728,big trouble in little china,Big Trouble in Little China,en,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",1986,99.0,6.444557553108969,727.0,11.109932,/pMYVzQL5wPLabYyvUnheU83I2f6.jpg,/gI2Qs1yTTj3NcESJyttCkbmJ4k9.jpg
